company,vacancy_count,share
Skan AG,1,0.0002
"Sky Systems, Inc. (SkySys)",1,0.0002
Sleepiz AG,1,0.0002
Smallpdf,1,0.0002
Snap Inc.,1,0.0002
Sobi - Swedish Orphan Biovitrum AB (publ),1,0.0002
Softcom,1,0.0002
SoftwareOne,1,0.0002
Sogema Software,1,0.0002
Solar Manager,1,0.0002
Solarstream AG,1,0.0002
Solvias AG,1,0.0002
Sonrysa,1,0.0002
Sozialversicherungsanstalt des Kantons Basel-Landschaft,1,0.0002
Spacetek Technology AG,1,0.0002
Sparta Commodities SA,1,0.0002
Sphynx,1,0.0002
Spital Affoltern AG,1,0.0002
Spital Limmattal,1,0.0002
Spital STS AG,1,0.0002
Spitalzentrum Biel / Centre hospitalier Bienne,1,0.0002
Spitäler Frutigen Meiringen Interlaken AG,1,0.0002
Spitäler Schaffhausen,1,0.0002
Spitäler fmi AG,1,0.0002
Squad Switzerland,1,0.0002
Stacksync - Integration Cloud,1,0.0002
Stadt Bern,1,0.0002
Stadt Thun,1,0.0002
Stadt Winterthur,1,0.0002
Stiftung Swiss Sport Integrity,1,0.0002
Stiftung Töpferhaus,1,0.0002
Stone Sourcing AG,1,0.0002
Stäubli Electrical Connectors AG,1,0.0002
Stöckli Swiss Sports AG,1,0.0002
Stöcklin Logistik Group,1,0.0002
Sudo AI,1,0.0002
SuisseCo GmbH,1,0.0002
Sukano Finance AG,1,0.0002
Sulzer,1,0.0002
Sulzer & Schmid Laboratories AG,1,0.0002
Sulzer Schmid Laboratories AG,1,0.0002
Swiss Armed Forces,1,0.0002
Swiss Automotive Group AG,1,0.0002
Swiss Aviation Software,1,0.0002
Swiss Bankers Prepaid Services AG,1,0.0002
Swiss Cancer Institute,1,0.0002
Swiss Fibertec AG,1,0.0002
Swiss IT Professional AG,1,0.0002
Swiss International Air Lines,1,0.0002
Swiss Life AG,1,0.0002
Swiss Post,1,0.0002
Swiss Post Cybersecurity,1,0.0002
Swiss Post Digital Government AG,1,0.0002
Swiss Timing,1,0.0002
Swiss-Ski,1,0.0002
SwissDrones Operating AG,1,0.0002
Swisscanto Fund Management Company Ltd.,1,0.0002
Swisslinx AG,1,0.0002
Swissmedic,1,0.0002
Swissquote Bank,1,0.0002
Syngenta,1,0.0002
Syz Group,1,0.0002
T. Rowe Price,1,0.0002
TBF + Partner AG,1,0.0002
TE Web GmbH,1,0.0002
TGW Logistics,1,0.0002
TMC,1,0.0002
TORMAX,1,0.0002
TRINAMO AG,1,0.0002
TTMS Schweiz AG,1,0.0002
Talent Access Technologies,1,0.0002
Talent Sutra,1,0.0002
Talents Connection Sarl,1,0.0002
Talmatch,1,0.0002
Tangent International,1,0.0002
Tanner & Co. AG,1,0.0002
Tata Consultancy Services,1,0.0002
Team Partners Suisse SA,1,0.0002
Tech Mahindra,1,0.0002
TechTree,1,0.0002
Technis,1,0.0002
Templeton & Partners - Innovative & Inclusive Hiring Solutions,1,0.0002
Terre des hommes foundation,1,0.0002
TetraScience,1,0.0002
Texas Instruments Europe,1,0.0002
"The Global Fund to fight Aids, Tuberculosis and Malaria",1,0.0002
The Jeffcoat Firm,1,0.0002
The Nuance Group AG,1,0.0002
The Payments Association EU,1,0.0002
Thoma & Partner Management Consulting AG,1,0.0002
Threema,1,0.0002
TieTalent SA,1,0.0002
Tiffany & Co.,1,0.0002
Translait S.A.,1,0.0002
Transports publics genevois (TPG),1,0.0002
Tremegisto Consulting AG,1,0.0002
Tribunal fédéral TF,1,0.0002
TripleLift,1,0.0002
Typewise,1,0.0002
UBAG Ingenieure & Planer AG,1,0.0002
UBS Card Center AG,1,0.0002
UCB,1,0.0002
UCB-Pharma SA,1,0.0002
Umanova SA,1,0.0002
Unic AG,1,0.0002
United Machining Solutions,1,0.0002
Universal Gebäudemanagement AG,1,0.0002
University of Bern,1,0.0002
University of St.Gallen,1,0.0002
Universität Basel,1,0.0002
Universität Zürich,1,0.0002
Universitätsklinik Balgrist,1,0.0002
Université de Lausanne,1,0.0002
Usines Métallurgiques de Vallorbe SA,1,0.0002
V-ZUG,1,0.0002
VANGARD AG,1,0.0002
VELUX Schweiz AG,1,0.0002
VIVADATA,1,0.0002
VONDO AG,1,0.0002
Veeam Software,1,0.0002
Ventoo AG,1,0.0002
Verein Schweizerisches Rotes Kreuz,1,0.0002
Verein Sozialmedizinisches Zentrum Oberwallis,1,0.0002
Vetropack S.A.,1,0.0002
ViaTec AG,1,0.0002
Viasat,1,0.0002
Vina Cosmetics AG,1,0.0002
VirtaMed,1,0.0002
Virtusan,1,0.0002
Viseca,1,0.0002
Visiativ Switzerland AG,1,0.0002
Vision 2 Action SA,1,0.0002
Vorwerk Group,1,0.0002
Vorwerk Home & Co. KmG,1,0.0002
Vyntra Global,1,0.0002
WHD Consulting Ltd.,1,0.0002
WIDE,1,0.0002
WILCO AG,1,0.0002
WISS Schulen für Wirtschaft Informatik Immobilien AG,1,0.0002
WIT PARTNERS SA,1,0.0002
WTW (Willis Towers Watson GmbH) (DE),1,0.0002
WWZ Energie AG,1,0.0002
Walder Wyss AG,1,0.0002
Walter Mäder AG,1,0.0002
Well Gesundheit AG,1,0.0002
Wenger Automation & Engineering AG,1,0.0002
Werren & Thomann,1,0.0002
Westhouse Schweiz AG,1,0.0002
Wey Group AG,1,0.0002
Wincasa,1,0.0002
Winet Voicetec Solutions AG,1,0.0002
Wiz,1,0.0002
Wonderful,1,0.0002
Wyna Informatik GmbH,1,0.0002
Würth IT Switzerland AG,1,0.0002
XB Consultants,1,0.0002
Xelon AG,1,0.0002
Xelvin,1,0.0002
Xovis AG,1,0.0002
YunoJuno,1,0.0002
ZLZ Zentrallabor AG,1,0.0002
ZUKEN INDIA PVT LTD,1,0.0002
Zeit AG,1,0.0002
Zellweger Management Consultants AG,1,0.0002
Zentrale Ausgleichsstelle ZAS,1,0.0002
Zibris AG,1,0.0002
Zimmerberg Informatik AG,1,0.0002
Zuger Kantonalbank,1,0.0002
Zugerberg Finanz AG,1,0.0002
Zurich Instruments,1,0.0002
Zurich Instruments AG,1,0.0002
Zweifel Chips & Snacks AG,1,0.0002
Zünd Systemtechnik AG,1,0.0002
Zürich Versicherungs-Gesellschaft AG,1,0.0002
"Zürich Versicherungs-Gesellschaft AG, Regionalsitz Zürich",1,0.0002
abicon GmbH,1,0.0002
accelerIT GmbH,1,0.0002
aebi connect,1,0.0002
alltitude SA,1,0.0002
amétiq connect ag,1,0.0002
apheros,1,0.0002
app-room GmbH,1,0.0002
atrete,1,0.0002
axapharm ag,1,0.0002
bexio AG,1,0.0002
blp,1,0.0002
bytes at work AG,1,0.0002
cbs Corporate Business Solutions,1,0.0002
coni+partner AG,1,0.0002
contagi,1,0.0002
cyon AG,1,0.0002
devedis,1,0.0002
e+a Elektromaschinen und Antriebe AG,1,0.0002
e3 AG,1,0.0002
eClerx,1,0.0002
eMonitor AG,1,0.0002
ekona.ai,1,0.0002
emagine,1,0.0002
emineo Spain,1,0.0002
enshift AG,1,0.0002
etera,1,0.0002
etrex GmbH,1,0.0002
ewz,1,0.0002
fifty-five,1,0.0002
gateB,1,0.0002
greenteg AG,1,0.0002
healthinal,1,0.0002
healthinal AG,1,0.0002
hostettler ag,1,0.0002
humanik AG,1,0.0002
hypt GmbH,1,0.0002
iTrust AG,1,0.0002
informatica ag,1,0.0002
its zug - IT Services Zug AG,1,0.0002
keyIT SA,1,0.0002
knowmad mood,1,0.0002
medmix,1,0.0002
mesoneer AG,1,0.0002
moe & company,1,0.0002
mp technology AG,1,0.0002
myGwork - LGBTQ+ Business Community,1,0.0002
nanoTRONIC,1,0.0002
ndd Medizintechnik AG,1,0.0002
netconnex GmbH,1,0.0002
nettworx GmbH,1,0.0002
neuco,1,0.0002
nexellent ag,1,0.0002
oprandi & partner ag,1,0.0002
peoplefone Switzerland,1,0.0002
qiibee,1,0.0002
redalpine,1,0.0002
restful,1,0.0002
rready,1,0.0002
selected sa,1,0.0002
sercle GmbH,1,0.0002
skyquest AG,1,0.0002
smart-me AG,1,0.0002
smartfactory AG,1,0.0002
socraft,1,0.0002
soobr - smart cleaning,1,0.0002
staff.ch,1,0.0002
swenex – swiss energy exchange Ltd.,1,0.0002
techexperts4you ag,1,0.0002
webwirkung GmbH,1,0.0002
whatwedo GmbH,1,0.0002
witcom ag,1,0.0002
ÖKK Holding AG,1,0.0002
ÖKK Versicherungen AG,1,0.0002
